date,product_id,category_id,store_id,historical_sales,price,promotion_flag,holiday_flag,economic_index,target_demand,historical_sales_is_outlier,price_is_outlier,economic_index_is_outlier,target_demand_is_outlier,target_demand_log1p,economic_index_clipped,year,month,day,week,weekday,lag_1,lag_7,rolling_7,rolling_30,product_id_enc,store_id_enc,promo_count_last_7,promo_count_last_30,days_since_last_promo,promo_x_lag1,price_x_promo,holiday_count_last_7,holiday_count_last_30,days_since_last_holiday,holiday_x_lag1,holiday_x_promo,avg_hist_sales,std_hist_sales,cv_hist_sales,supplier_lead_days,supplier_reliability,demand_during_lead,safety_stock,reorder_point,current_stock,days_of_supply,suggested_order_qty,needs_reorder_flag,slow_moving,high_demand,volatile,critical_spare_flag,stockout_risk_score
2022-11-07,1029,1,10,15,21.99,1,1,81.67,26,0,0,0,0,3.295836866004329,81.67,2022,11,7,45,0,35.0,0.0,0.0,0.0,29,9,2.0,2.0,0,35.0,21.99,1.0,1.0,0,35.0,1,18.0,3.594868137091668,0.19971489650509267,20,0.73,360.0,26.53,386.53,324,18.0,63,1,1,0,0,0,0.044
2022-11-08,1045,4,3,25,30.44,0,0,104.74,24,0,0,0,0,3.2188758248682006,104.74,2022,11,8,45,1,0.0,0.0,0.0,0.0,45,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,22.0,6.4142698058981855,0.2915577184499175,12,0.65,264.0,36.66,300.66,154,7.0,147,1,0,1,1,1,0.171
2022-11-10,1040,3,8,15,35.86,0,1,98.15,12,0,0,0,0,2.5649493574615367,98.15,2022,11,10,45,3,16.0,0.0,0.0,0.0,40,7,0.0,0.0,999,0.0,0.0,1.0,1.0,0,16.0,0,19.875,4.155461122770508,0.20907980491927086,11,0.6,218.62,22.74,241.37,258,12.98,0,0,0,0,0,0,0.0
2022-11-11,1025,5,5,25,34.34,1,0,95.27,36,0,0,0,0,3.6109179126442243,95.27,2022,11,11,45,4,27.0,0.0,0.0,0.0,25,4,2.0,2.0,0,27.0,34.34,2.0,2.0,2,0.0,0,20.133333333333333,3.7581657126595047,0.18666385990030654,8,0.85,161.07,17.54,178.61,101,5.02,78,1,0,0,0,0,0.065
2022-11-13,1009,3,1,27,34.73,1,0,99.8,27,0,0,0,0,3.332204510175204,99.8,2022,11,13,45,6,20.0,0.0,0.0,0.0,9,0,1.0,1.0,0,20.0,34.73,1.0,1.0,2,0.0,0,21.266666666666666,3.369329451445933,0.15843241934698746,16,0.93,340.27,22.24,362.5,362,17.02,1,1,0,1,0,0,0.0
2022-11-14,1007,4,1,18,37.3,0,0,106.67,19,0,0,0,0,2.995732273553991,106.67,2022,11,14,46,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.90909090909091,3.477198454346414,0.16630079564265457,10,0.99,209.09,18.14,227.23,397,18.99,0,0,0,1,0,0,0.0
2022-11-17,1010,2,2,13,32.91,0,0,81.03,13,0,0,0,0,2.639057329615259,81.03,2022,11,17,46,3,0.0,0.0,0.0,0.0,10,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.0,3.6742346141747664,0.19338076916709296,5,0.7,95.0,13.56,108.56,247,13.0,0,0,1,0,0,0,0.0
2022-11-17,1038,5,2,14,38.37,0,1,113.78,14,0,0,0,0,2.70805020110221,113.78,2022,11,17,46,3,0.0,0.0,0.0,0.0,38,1,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,21.23076923076923,5.134099176971006,0.24182351195877927,5,0.66,106.15,18.94,125.1,361,17.0,0,0,0,1,0,1,0.0
2022-11-24,1010,3,1,22,12.56,0,0,111.58,12,0,0,0,0,2.5649493574615367,111.58,2022,11,24,47,3,0.0,0.0,0.0,0.0,10,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.833333333333332,3.3714487489307423,0.16182953994867563,5,0.7,104.17,12.44,116.61,333,15.98,0,0,0,1,0,1,0.0
2022-11-24,1031,2,8,22,10.05,0,0,96.7,17,0,0,0,0,2.8903717578961645,96.7,2022,11,24,47,3,0.0,0.0,0.0,0.0,31,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.571428571428573,3.2071349029490928,0.15590239111558088,26,0.67,534.86,26.98,561.84,123,5.98,439,1,0,1,0,1,0.258
2022-11-26,1019,2,5,14,9.8,0,0,101.48,13,0,0,0,0,2.639057329615259,101.48,2022,11,26,47,5,17.0,0.0,0.0,0.0,19,4,0.0,0.0,999,0.0,0.0,1.0,1.0,1,0.0,0,18.818181818181817,3.8423477671387802,0.20418273158708497,18,0.63,338.73,26.9,365.63,207,11.0,159,1,1,0,0,0,0.161
2022-11-28,1007,4,2,20,35.49,0,0,109.23,16,0,0,0,0,2.833213344056216,109.23,2022,11,28,48,0,19.0,0.0,0.0,0.0,7,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.916666666666668,4.737823307909413,0.23788234181971948,10,0.99,199.17,24.72,223.89,319,16.02,0,0,0,0,0,0,0.0
2022-12-02,1009,1,6,20,48.49,1,0,126.85,31,0,0,0,0,3.4657359027997265,126.85,2022,12,2,48,4,19.0,0.0,0.0,0.0,9,5,1.0,1.0,0,19.0,48.49,0.0,0.0,999,0.0,0,19.88888888888889,5.487359211051443,0.2759007424551005,16,0.93,318.22,36.22,354.44,358,18.0,0,0,0,0,1,0,0.0
2022-12-03,1016,4,1,21,19.43,1,0,109.31,25,0,0,0,0,3.258096538021482,109.31,2022,12,3,48,5,19.0,0.0,0.0,0.0,16,0,2.0,2.0,0,19.0,19.43,0.0,0.0,999,0.0,0,20.636363636363637,4.342182107482995,0.21041411093529933,23,0.92,474.64,34.36,509.0,206,9.98,303,1,0,1,0,0,0.048
2022-12-04,1013,5,2,24,20.87,0,1,97.14,27,0,0,0,0,3.332204510175204,97.14,2022,12,4,48,6,20.0,0.0,0.0,0.0,13,1,0.0,0.0,999,0.0,0.0,1.0,1.0,0,20.0,0,21.11111111111111,3.3333333333333335,0.15789473684210528,28,0.81,591.11,29.1,620.21,211,9.99,410,1,0,1,0,0,0.125
2022-12-05,1044,5,2,19,33.11,1,0,101.99,30,0,0,0,0,3.4339872044851463,101.99,2022,12,5,49,0,25.0,0.0,0.0,0.0,44,1,2.0,2.0,0,25.0,33.11,0.0,0.0,999,0.0,0,19.2,4.491968140779471,0.23395667399893078,23,0.88,441.6,35.55,477.15,211,10.99,267,1,1,0,0,0,0.067
2022-12-07,1048,1,3,21,8.67,0,0,103.27,18,0,0,0,0,2.9444389791664403,103.27,2022,12,7,49,2,0.0,0.0,0.0,0.0,48,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.818181818181817,4.600395239937147,0.2321300350427001,7,0.76,138.73,20.08,158.81,396,19.98,0,0,0,0,0,0,0.0
2022-12-07,1002,2,8,19,21.06,0,0,80.57,25,0,0,0,0,3.258096538021482,80.57,2022,12,7,49,2,0.0,0.0,0.0,0.0,2,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.714285714285715,2.0586634591635513,0.10442495807351347,9,0.94,177.43,10.19,187.62,375,19.02,0,0,1,0,0,0,0.0
2022-12-07,1004,5,7,19,31.58,0,0,94.29,20,0,0,0,0,3.044522437723423,94.29,2022,12,7,49,2,0.0,0.0,0.0,0.0,4,6,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,23.25,7.88986691902975,0.3393491147969785,15,0.88,348.75,50.42,399.17,465,20.0,0,0,0,1,1,1,0.0
2022-12-07,1010,1,9,18,45.94,0,0,118.41,14,0,0,0,0,2.70805020110221,118.41,2022,12,7,49,2,0.0,0.0,0.0,0.0,10,8,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,17.833333333333332,3.379976689896311,0.18953140317175576,5,0.7,89.17,12.47,101.64,143,8.02,0,0,1,0,0,0,0.0
2022-12-08,1044,4,6,16,28.1,0,0,87.79,16,0,0,0,0,2.833213344056216,87.79,2022,12,8,49,3,0.0,0.0,0.0,0.0,44,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.0,4.6475800154489,0.24460947449731055,23,0.88,437.0,36.78,473.78,285,15.0,189,1,1,0,0,0,0.048
2022-12-08,1033,1,6,21,23.59,0,0,93.02,31,0,0,0,0,3.4657359027997265,93.02,2022,12,8,49,3,0.0,0.0,0.0,0.0,33,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.5,4.440077219405729,0.22769626766183224,4,0.61,78.0,14.65,92.65,195,10.0,0,0,1,0,0,0,0.0
2022-12-08,1001,1,5,19,21.97,1,0,103.32,34,0,0,0,0,3.5553480614894135,103.32,2022,12,8,49,3,18.0,0.0,0.0,0.0,1,4,2.0,2.0,0,18.0,21.97,0.0,0.0,999,0.0,0,20.0,3.464101615137755,0.17320508075688773,20,0.77,400.0,25.56,425.56,260,13.0,166,1,0,0,0,0,0.089
2022-12-08,1045,3,9,17,17.51,0,0,85.04,17,0,0,0,0,2.8903717578961645,85.04,2022,12,8,49,3,20.0,0.0,0.0,0.0,45,8,0.0,0.0,999,0.0,0.0,1.0,1.0,1,0.0,0,21.6,5.777350411544878,0.267469926460411,12,0.65,259.2,33.02,292.22,108,5.0,185,1,0,1,1,1,0.221
2022-12-09,1011,1,9,23,8.33,0,1,108.22,28,0,0,0,0,3.367295829986474,108.22,2022,12,9,49,4,20.0,0.0,0.0,0.0,11,8,1.0,1.0,2,0.0,0.0,1.0,1.0,0,20.0,0,19.076923076923077,4.386751616354606,0.2299506895669753,22,0.87,419.69,33.95,453.64,134,7.02,320,1,1,0,0,0,0.092
2022-12-10,1024,5,1,20,17.37,1,0,92.17,30,0,0,0,0,3.4339872044851463,92.17,2022,12,10,49,5,19.0,0.0,0.0,0.0,24,0,2.0,2.0,0,19.0,17.37,1.0,1.0,2,0.0,0,18.666666666666668,3.6265017787828473,0.19427688100622395,19,0.68,354.67,26.08,380.75,336,18.0,45,1,1,0,0,0,0.038
2022-12-12,1004,1,5,17,30.85,0,0,99.12,15,0,0,0,0,2.772588722239781,99.12,2022,12,12,50,0,27.0,0.0,0.0,0.0,4,4,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.333333333333332,5.033222956847167,0.24753555525477872,15,0.88,305.0,32.16,337.16,203,9.98,135,1,0,1,0,0,0.048
2022-12-15,1049,2,8,20,21.43,0,0,100.47,27,0,0,0,0,3.332204510175204,100.47,2022,12,15,50,3,36.0,0.0,0.0,0.0,49,7,1.0,1.0,1,0.0,0.0,1.0,1.0,2,0.0,0,19.583333333333332,4.699290726623895,0.23996378178504996,24,0.93,470.0,37.99,507.99,392,20.02,116,1,1,0,0,0,0.016
2022-12-19,1048,2,1,19,13.91,0,0,97.5,19,0,0,0,0,2.995732273553991,97.5,2022,12,19,51,0,0.0,0.0,0.0,0.0,48,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.75,4.5591352563522705,0.24315388033878776,7,0.76,131.25,19.9,151.15,188,10.03,0,0,1,0,0,0,0.0
2022-12-22,1017,4,1,15,49.4,0,0,95.09,18,0,0,0,0,2.9444389791664403,95.09,2022,12,22,51,3,12.0,0.0,0.0,0.0,17,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.071428571428573,5.165928105075911,0.27087263472308143,12,0.69,228.86,29.53,258.38,172,9.02,87,1,1,0,1,0,0.104
2022-12-23,1033,1,2,21,18.13,0,1,100.1,14,0,0,0,0,2.70805020110221,100.1,2022,12,23,51,4,10.0,0.0,0.0,0.0,33,1,0.0,0.0,999,0.0,0.0,2.0,2.0,0,10.0,0,19.2,3.7058512292499453,0.193013084856768,4,0.61,76.8,12.23,89.03,115,5.99,0,0,1,0,0,0,0.0
2022-12-24,1015,2,3,22,18.95,0,0,93.0,23,0,0,0,0,3.1780538303479458,93.0,2022,12,24,51,5,0.0,0.0,0.0,0.0,15,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,17.857142857142858,5.209880722517278,0.2917533204609676,6,0.75,107.14,21.06,128.2,89,4.98,40,1,1,0,1,0,0.076
2022-12-24,1024,1,3,21,20.17,0,0,82.33,25,0,0,0,0,3.258096538021482,82.33,2022,12,24,51,5,28.0,0.0,0.0,0.0,24,2,1.0,1.0,2,0.0,0.0,0.0,0.0,999,0.0,0,21.083333333333332,3.4498572653828954,0.163629593614999,19,0.68,400.58,24.81,425.4,253,12.0,173,1,0,1,0,1,0.13
2022-12-25,1025,2,2,19,35.03,0,0,104.41,14,0,0,0,0,2.70805020110221,104.41,2022,12,25,51,6,0.0,0.0,0.0,0.0,25,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.428571428571427,3.59894164336975,0.18523964340873714,8,0.85,155.43,16.8,172.22,272,14.0,0,0,1,0,0,0,0.0
2022-12-26,1022,3,9,14,22.27,1,0,118.27,26,0,0,0,0,3.295836866004329,118.27,2022,12,26,52,0,0.0,0.0,0.0,0.0,22,8,1.0,1.0,0,0.0,22.27,0.0,0.0,999,0.0,0,19.846153846153847,5.4443572293729625,0.2743280774490252,13,0.74,258.0,32.39,290.39,238,11.99,53,1,0,0,1,0,0.047
2022-12-26,1048,1,10,25,11.94,1,1,95.09,37,0,0,0,0,3.6375861597263857,95.09,2022,12,26,52,0,0.0,0.0,0.0,0.0,48,9,1.0,1.0,0,0.0,11.94,1.0,1.0,0,0.0,1,21.9,5.087020520675908,0.2322840420399958,7,0.76,153.3,22.21,175.51,328,14.98,0,0,0,1,0,1,0.0
2022-12-26,1045,4,5,20,38.7,0,0,102.99,16,0,0,0,0,2.833213344056216,102.99,2022,12,26,52,0,20.0,0.0,0.0,0.0,45,4,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.3,3.368151487751767,0.16591879250008704,12,0.65,243.6,19.25,262.85,345,17.0,0,0,0,1,0,1,0.0
2022-12-28,1029,1,5,20,44.32,0,0,90.06,25,0,0,0,0,3.258096538021482,90.06,2022,12,28,52,2,0.0,0.0,0.0,0.0,29,4,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.666666666666668,5.741924500522187,0.2650119000241009,20,0.73,433.33,42.37,475.7,368,16.98,108,1,0,1,1,1,0.061
2022-12-29,1031,5,4,17,49.6,0,0,112.54,17,0,0,0,0,2.8903717578961645,112.54,2022,12,29,52,3,33.0,0.0,0.0,0.0,31,3,1.0,1.0,1,0.0,0.0,0.0,0.0,999,0.0,0,19.5,3.7032803990902057,0.18991181533795926,26,0.67,507.0,31.16,538.16,351,18.0,188,1,1,0,0,0,0.115
2022-12-29,1028,5,1,14,34.84,1,1,100.52,21,0,0,0,0,3.091042453358316,100.52,2022,12,29,52,3,0.0,0.0,0.0,0.0,28,0,1.0,1.0,0,0.0,34.84,1.0,1.0,0,0.0,1,19.0,7.582875444051551,0.39909870758166055,3,0.96,57.0,21.67,78.67,266,14.0,0,0,1,0,1,0,0.0
2022-12-30,1026,4,9,18,47.08,0,0,95.0,16,0,0,0,0,2.833213344056216,95.0,2022,12,30,52,4,28.0,0.0,0.0,0.0,26,8,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.875,6.311836952447814,0.3175767020099529,25,0.62,496.88,52.07,548.95,159,8.0,390,1,0,0,1,0,0.27
2022-12-31,1043,3,5,31,23.54,0,0,106.62,31,0,0,0,0,3.4657359027997265,106.62,2022,12,31,52,5,0.0,0.0,0.0,0.0,43,4,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.666666666666668,4.886592665527574,0.22553504610127262,6,0.71,130.0,19.75,149.75,412,19.02,0,0,0,1,0,1,0.0
2022-12-31,1023,3,1,25,14.62,1,0,83.96,33,0,0,0,0,3.5263605246161616,83.96,2022,12,31,52,5,0.0,0.0,0.0,0.0,23,0,1.0,1.0,0,0.0,14.62,0.0,0.0,999,0.0,0,21.363636363636363,5.296654175472046,0.2479284933199681,30,0.91,640.91,47.87,688.78,406,19.0,283,1,0,1,0,0,0.037
2022-12-31,1049,4,4,23,17.99,0,0,95.24,19,0,0,0,0,2.995732273553991,95.24,2022,12,31,52,5,26.0,0.0,0.0,0.0,49,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.75,3.4410622038709326,0.16583432307811724,24,0.93,498.0,27.82,525.82,332,16.0,194,1,0,1,0,0,0.026
2023-01-01,1036,1,2,14,29.31,0,0,89.07,18,0,0,0,0,2.9444389791664403,89.07,2023,1,1,52,6,0.0,0.0,0.0,0.0,36,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.4,3.777124126457412,0.19469711992048516,27,0.72,523.8,32.38,556.18,369,19.02,188,1,1,0,0,0,0.094
2023-01-01,1034,2,8,19,44.46,1,0,87.72,28,0,0,0,0,3.367295829986474,87.72,2023,1,1,52,6,0.0,0.0,0.0,0.0,34,7,1.0,1.0,0,0.0,44.46,0.0,0.0,999,0.0,0,20.1,2.131770260709264,0.10605822192583401,21,0.78,422.1,16.12,438.22,382,19.0,57,1,0,0,0,0,0.028
2023-01-04,1026,1,5,13,17.0,1,0,107.68,17,0,0,0,0,2.8903717578961645,107.68,2023,1,4,1,2,0.0,0.0,0.0,0.0,26,4,1.0,1.0,0,0.0,17.0,0.0,0.0,999,0.0,0,17.818181818181817,3.2192602199319587,0.18067276744516095,25,0.62,445.45,26.56,472.01,356,19.98,117,1,1,0,0,0,0.093
2023-01-04,1025,5,10,19,45.61,0,0,90.87,25,0,0,0,0,3.258096538021482,90.87,2023,1,4,1,2,17.0,0.0,0.0,0.0,25,9,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.4,3.7568984168174833,0.19365455756791153,8,0.85,155.2,17.53,172.73,116,5.98,57,1,1,0,0,0,0.049
2023-01-05,1043,2,5,23,9.37,1,0,108.53,42,0,0,0,0,3.7612001156935624,108.53,2023,1,5,1,3,31.0,0.0,0.0,0.0,43,4,1.0,1.0,0,31.0,9.37,0.0,0.0,999,0.0,0,21.666666666666668,4.886592665527574,0.22553504610127262,6,0.71,130.0,19.75,149.75,412,19.02,0,0,0,1,0,1,0.0
2023-01-05,1034,1,10,18,33.79,1,1,105.58,28,0,0,0,0,3.367295829986474,105.58,2023,1,5,1,3,17.0,0.0,0.0,0.0,34,9,1.0,1.0,0,17.0,33.79,1.0,1.0,0,17.0,1,18.0,3.40587727318528,0.18921540406584889,21,0.78,378.0,25.75,403.75,234,13.0,170,1,1,0,0,0,0.092
2023-01-06,1029,3,10,12,40.77,0,0,96.48,11,0,0,0,0,2.4849066497880004,96.48,2023,1,6,1,4,26.0,0.0,0.0,0.0,29,9,2.0,2.0,1,0.0,0.0,1.0,1.0,1,0.0,0,18.0,3.594868137091668,0.19971489650509267,20,0.73,360.0,26.53,386.53,324,18.0,63,1,1,0,0,0,0.044
2023-01-06,1013,1,10,24,39.82,1,0,107.56,34,0,0,0,0,3.5553480614894135,107.56,2023,1,6,1,4,0.0,0.0,0.0,0.0,13,9,1.0,1.0,0,0.0,39.82,0.0,0.0,999,0.0,0,19.88888888888889,3.407508050043479,0.17132722039324755,28,0.81,556.89,29.75,586.64,358,18.0,229,1,0,0,0,0,0.074
2023-01-08,1020,4,8,20,10.51,0,0,104.85,21,0,0,0,0,3.091042453358316,104.85,2023,1,8,1,6,0.0,0.0,0.0,0.0,20,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.555555555555557,5.0277010429994515,0.23324386281956216,7,0.8,150.89,21.95,172.84,366,16.98,0,0,0,1,0,0,0.0
2023-01-10,1030,4,10,17,22.2,0,0,103.59,12,0,0,0,0,2.5649493574615367,103.59,2023,1,10,2,1,0.0,0.0,0.0,0.0,30,9,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.94736842105263,5.093281895579338,0.2688121000444651,9,0.9,170.53,25.21,195.74,322,16.99,0,0,1,0,1,0,0.0
2023-01-10,1008,2,10,29,36.78,1,0,96.99,35,0,0,0,0,3.58351893845611,96.99,2023,1,10,2,1,17.0,0.0,0.0,0.0,8,9,1.0,1.0,0,17.0,36.78,0.0,0.0,999,0.0,0,21.307692307692307,5.281802334188198,0.24788242001605262,27,0.76,575.31,45.28,620.59,149,6.99,472,1,0,1,0,1,0.182
2023-01-10,1036,5,4,16,27.95,0,0,100.76,10,0,0,0,0,2.3978952727983707,100.76,2023,1,10,2,1,0.0,0.0,0.0,0.0,36,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.666666666666668,3.1224989991991996,0.15877113555250166,27,0.72,531.0,26.77,557.77,256,13.02,302,1,1,0,0,0,0.151
2023-01-10,1027,4,3,13,45.36,1,0,87.71,13,0,0,0,0,2.639057329615259,87.71,2023,1,10,2,1,30.0,0.0,0.0,0.0,27,2,1.0,1.0,0,30.0,45.36,0.0,0.0,999,0.0,0,20.058823529411764,4.588989379962844,0.22877659665503916,14,0.79,280.82,28.33,309.15,181,9.02,129,1,0,0,0,0,0.087
2023-01-11,1047,2,4,18,37.27,0,0,99.52,10,0,0,0,0,2.3978952727983707,99.52,2023,1,11,2,2,25.0,0.0,0.0,0.0,47,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,22.733333333333334,5.243590191389684,0.23065646003180426,18,0.99,409.2,36.71,445.91,409,17.99,37,1,0,1,0,0,0.001
2023-01-11,1018,4,6,24,37.54,1,0,89.75,34,0,0,0,0,3.5553480614894135,89.75,2023,1,11,2,2,0.0,0.0,0.0,0.0,18,5,1.0,1.0,0,0.0,37.54,0.0,0.0,999,0.0,0,19.916666666666668,4.337119558025356,0.2177633250891392,29,0.86,577.58,38.54,616.12,179,8.99,438,1,0,0,0,0,0.099
2023-01-13,1046,4,9,25,27.06,0,1,110.65,28,0,0,0,0,3.367295829986474,110.65,2023,1,13,2,4,33.0,0.0,0.0,0.0,46,8,1.0,1.0,1,0.0,0.0,1.0,1.0,0,33.0,0,19.2,3.3266599866332403,0.17326354097048127,29,0.82,556.8,29.56,586.36,384,20.0,203,1,1,0,0,0,0.062
2023-01-15,1027,5,5,21,45.22,1,0,100.55,24,0,0,0,0,3.2188758248682006,100.55,2023,1,15,2,6,0.0,0.0,0.0,0.0,27,4,1.0,1.0,0,0.0,45.22,0.0,0.0,999,0.0,0,18.375,2.825268634509444,0.15375611616377927,14,0.79,257.25,17.44,274.69,349,18.99,0,0,1,0,0,0,0.0
2023-01-18,1024,3,2,19,14.84,0,0,88.4,28,0,0,0,0,3.367295829986474,88.4,2023,1,18,3,2,0.0,0.0,0.0,0.0,24,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.8,2.936362072739365,0.14117125349708487,19,0.68,395.2,21.12,416.32,312,15.0,105,1,0,1,0,1,0.08
2023-01-19,1000,2,3,11,21.08,1,0,85.81,16,0,0,0,0,2.833213344056216,85.81,2023,1,19,3,3,14.0,0.0,0.0,0.0,0,2,1.0,1.0,0,14.0,21.08,0.0,0.0,999,0.0,0,17.9,4.228212125447088,0.236212967902072,3,0.6,53.7,12.08,65.78,358,20.0,0,0,1,0,0,0,0.0
2023-01-19,1028,5,7,26,22.72,1,0,124.65,38,0,0,0,0,3.6635616461296463,124.65,2023,1,19,3,3,18.0,0.0,0.0,0.0,28,6,1.0,1.0,0,18.0,22.72,0.0,0.0,999,0.0,0,22.333333333333332,2.3979157616563596,0.10736936246222506,3,0.96,67.0,6.85,73.85,268,12.0,0,0,0,1,0,0,0.0
2023-01-19,1002,1,7,14,41.91,0,0,111.25,16,0,0,0,0,2.833213344056216,111.25,2023,1,19,3,3,0.0,0.0,0.0,0.0,2,6,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.363636363636363,4.738622738153508,0.2447176061957211,9,0.94,174.27,23.46,197.73,116,5.99,82,1,1,0,0,0,0.025
2023-01-20,1025,1,8,30,36.98,0,0,88.96,31,0,0,0,0,3.4657359027997265,88.96,2023,1,20,3,4,0.0,0.0,0.0,0.0,25,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.5,4.166969685951214,0.20326681394883972,8,0.85,164.0,19.45,183.45,246,12.0,0,0,0,1,0,0,0.0
2023-01-21,1030,1,10,21,19.71,0,0,87.69,24,0,0,0,0,3.2188758248682006,87.69,2023,1,21,3,5,12.0,0.0,0.0,0.0,30,9,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.94736842105263,5.093281895579338,0.2688121000444651,9,0.9,170.53,25.21,195.74,322,16.99,0,0,1,0,1,0,0.0
2023-01-22,1029,1,8,23,47.67,0,0,114.22,24,0,0,0,0,3.2188758248682006,114.22,2023,1,22,3,6,0.0,0.0,0.0,0.0,29,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.77777777777778,5.629781918018178,0.2585103941947123,20,0.73,435.56,41.54,477.1,174,7.99,304,1,0,1,1,1,0.172
2023-01-22,1012,2,7,14,23.37,0,1,105.2,10,0,0,0,0,2.3978952727983707,105.2,2023,1,22,3,6,15.0,0.0,0.0,0.0,12,6,0.0,0.0,999,0.0,0.0,1.0,1.0,0,15.0,0,19.625,3.583194903195431,0.1825831797806589,11,0.64,215.88,19.61,235.48,236,12.03,0,0,1,0,0,0,0.0
2023-01-23,1017,5,10,26,22.33,1,0,102.07,37,0,0,0,0,3.6375861597263857,102.07,2023,1,23,4,0,21.0,0.0,0.0,0.0,17,9,1.0,1.0,0,21.0,22.33,0.0,0.0,999,0.0,0,20.933333333333334,4.415341220702891,0.21092394366415085,12,0.69,251.2,25.24,276.44,293,14.0,0,0,0,1,0,1,0.0
2023-01-24,1031,5,3,22,14.39,0,0,111.51,18,0,0,0,0,2.9444389791664403,111.51,2023,1,24,4,1,0.0,0.0,0.0,0.0,31,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,17.428571428571427,4.577377082170634,0.2626363899606102,26,0.67,453.14,38.51,491.65,87,4.99,405,1,1,0,1,0,0.272
2023-01-25,1030,4,10,26,29.91,0,1,97.6,27,0,0,0,0,3.332204510175204,97.6,2023,1,25,4,2,24.0,0.0,0.0,0.0,30,9,0.0,0.0,999,0.0,0.0,1.0,1.0,0,24.0,0,18.94736842105263,5.093281895579338,0.2688121000444651,9,0.9,170.53,25.21,195.74,322,16.99,0,0,1,0,1,0,0.0
2023-01-26,1015,1,4,23,33.0,0,0,109.55,24,0,0,0,0,3.2188758248682006,109.55,2023,1,26,4,3,0.0,0.0,0.0,0.0,15,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.615384615384617,5.331329751860873,0.27179328146741705,6,0.75,117.69,21.55,139.24,353,18.0,0,0,1,0,1,0,0.0
2023-01-27,1017,2,7,18,31.69,0,0,124.47,16,0,0,0,0,2.833213344056216,124.47,2023,1,27,4,4,40.0,0.0,0.0,0.0,17,6,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.555555555555557,6.166666666666666,0.31534090909090906,12,0.69,234.67,35.25,269.91,137,7.01,133,1,1,0,1,0,0.153
2023-01-28,1002,4,4,21,44.36,1,0,107.28,35,0,0,0,0,3.58351893845611,107.28,2023,1,28,4,5,0.0,0.0,0.0,0.0,2,3,1.0,1.0,0,0.0,44.36,0.0,0.0,999,0.0,0,20.41176470588235,5.07517023765474,0.24863946409259535,9,0.94,183.71,25.12,208.83,306,14.99,0,0,0,1,1,1,0.0
2023-01-28,1004,1,2,21,14.99,0,1,105.94,15,0,0,0,0,2.772588722239781,105.94,2023,1,28,4,5,27.0,0.0,0.0,0.0,4,1,0.0,0.0,999,0.0,0.0,1.0,1.0,0,27.0,0,21.083333333333332,3.232177237864548,0.153304849226777,15,0.88,316.25,20.65,336.9,401,19.02,0,0,0,1,0,0,0.0
